doc_id,category,gold_label,gold_text,gold_start,gold_end,overlapping_fp_labels,overlapping_fp_texts
7168,omission,JOB,Sohn,251,255,,
7173,omission,JOB,CEO,182,185,,
7173,boundary,ORG,Horlogerie Suisse SA,38,58,ORG,Suisse SA
7173,omission,JOB,Patron,31,37,,
7173,label,EDU,IMD-Absolventin,132,147,ORG,IMD
7185,omission,JOB,Anwältin,46,54,,
7185,omission,AGE,72,202,204,,
7186,omission,JOB,Buchhalter,73,83,,
7186,boundary,MONEY,CHF,208,211,MONEY,CHF.
7187,label,EDU,ETH-Absolvent,307,320,ORG,ETH
7187,omission,DATE,morgen,250,256,,
7187,label,NATION,französischer,293,306,LOC,französischer
7187,omission,JOB,designierte CEO,269,284,,
7189,label,JOB,CFO,196,199,ORG,CFO
7189,boundary,PER,Peter Lustig,200,212,PER,Peter
7189,omission,DATE,übermorgen,286,296,,
7189,omission,JOB,Leiterin Export,37,52,,
7190,omission,JOB,Geschäftsführer,32,47,,
7190,omission,LOC,Romandie,214,222,,
7190,omission,JOB,Geschäftsführerin,172,189,,
7190,omission,DATE,Ende Monat,135,145,,
7192,boundary,ORG,Ticino Fashion Group SA,31,54,ORG|ORG,SA|Ticino Fashion Group
7192,label,NATION,italienische,188,200,LOC,italienische
7192,omission,DATE,3 Monate,78,86,,
7192,label,JOB,CFO,23,26,ORG,CFO
7197,omission,AGE,28,186,188,,
7197,omission,EDU,ETH-Absolvent,203,216,,
7197,omission,JOB,Gründer,58,65,,
7200,omission,JOB,Inhaber,15,22,,
7200,omission,DATE,30.06.,160,166,,
7212,boundary,ORG,Metzgerei Brunner & Sohn AG,16,43,ORG|ORG,Brunner & Sohn AG|Metzgerei
7212,omission,AGE,32 Jahre,234,242,,
7212,label,EDU,HSG-Absolvent,118,131,ORG,HSG
7216,omission,JOB,Geschäftsführer,30,45,,
7216,boundary,MONEY,USD 800k,239,247,MONEY,USD 800k.
7221,omission,AGE,68,72,74,,
7221,label,EDU,HSG,133,136,ORG,HSG
7221,boundary,ORG,Transport Fischer & Co.,23,46,ORG,Transport Fischer & Co
7230,omission,JOB,CEO,71,74,,
7238,boundary,ORG,Logistik Services SA,27,47,ORG,Services SA
7238,omission,JOB,Leiter Finanzen,101,116,,
7239,omission,AGE,65,32,34,,
7239,omission,AGE,38,67,69,,
7247,boundary,ORG,Bau AG,22,28,ORG,Bau
7247,omission,JOB,Buchhalter,173,183,,
7248,omission,JOB,Geschäftsführerin,44,61,,
7260,label,JOB,Leiter Treasury,35,50,PER,Treasury
7260,omission,JOB,Sales Director,230,244,,
7264,label,JOB,CEO,162,165,ORG,CEO
7268,boundary,MONEY,USD 500k,116,124,MONEY,USD 500k.
7268,omission,JOB,Leiterin Finanzen,24,41,,
7268,omission,JOB,Mitarbeiter Buchhaltung,179,202,,
7268,boundary,ORG,Präzisionsmechanik AG,46,67,ORG,Präzisionsmechanik
7279,boundary,MONEY,USD 80'000,129,139,MONEY,USD 80'000.
7279,boundary,ORG,Moda Ticino SA,34,48,ORG,Moda Ticino
7283,omission,JOB,Leiter Finanzen,16,31,,
7283,boundary,LOC,Zürich-Altstetten,373,390,LOC|LOC,Zürich|Altstetten
7283,boundary,MONEY,GBP,298,301,MONEY,GBP.
7283,boundary,ORG,Logistik Express AG,36,55,ORG,Express AG
7283,boundary,MONEY,ca. 2.5 Mio CHF,169,184,MONEY,CHF.
7286,omission,DATE,6 Monate,114,122,,
7286,omission,DATE,3 Monaten,300,309,,
7286,omission,ORG,Credit Suisse,189,202,,
7286,label,JOB,Leiterin Treasury,27,44,PER,Treasury
7287,omission,AGE,35,143,145,,
7287,omission,DATE,nächstes Jahr,162,175,,
7287,omission,DATE,nächste Woche,277,290,,
7287,omission,JOB,Inhaber,32,39,,
7287,label,EDU,HSG,147,150,ORG,HSG
7289,label,NATION,deutschen,138,147,LOC,deutschen
7289,boundary,MONEY,USD 300'000,247,258,MONEY,USD 300'000.
7289,omission,JOB,CEO,57,60,,
7289,omission,JOB,VR,367,369,,
7289,label,NATION,österreichischen,152,168,LOC,österreichischen
7295,boundary,ORG,Metallbau Schmid GmbH,27,48,ORG|ORG,Schmid GmbH|Metallbau
7295,omission,JOB,ETH-Ingenieur,233,246,,
7298,omission,JOB,Geschäftsführer,92,107,,
7303,omission,JOB,Leiter Finanzen,24,39,,
7303,boundary,MONEY,CHF 250k,246,254,MONEY,CHF 250k.
7303,omission,JOB,CEO,132,135,,
7304,boundary,ORG,Holzbau Fischer & Sohn AG,35,60,ORG,Fischer & Sohn AG
7304,omission,AGE,32,27,29,,
7305,omission,JOB,Geschäftsführer,136,151,,
7305,label,JOB,CFO,78,81,ORG,CFO
7306,label,JOB,Head of Treasury,126,142,ORG,Head of Treasury
7310,omission,JOB,Trader,17,23,,
7310,label,NATION,französische,78,90,LOC,französische
7321,omission,JOB,CFO,17,20,,
7324,label,JOB,CEO,103,106,ORG,CEO
7324,label,PER,Eva Dubois,107,117,ORG,Eva Dubois
7324,label,NATION,französischen,231,244,LOC,französischen
7326,label,NATION,italienische,173,185,LOC,italienische
7326,label,JOB,Head of Trade Finance,31,52,ORG,"Head of Trade Finance, Rohstoffhandel AG"
7326,boundary,MONEY,USD 800k,122,130,MONEY,USD 800k.
7326,boundary,ORG,Rohstoffhandel AG,54,71,ORG,"Head of Trade Finance, Rohstoffhandel AG"
7345,omission,AGE,23,251,253,,
7348,boundary,ORG,Bau AG Zürich,23,36,ORG,Bau AG
7348,omission,DATE,Ende Monat,141,151,,
7348,omission,JOB,CEO,15,18,,
7354,boundary,PER,Pierre Dubois,299,312,PER,CFO Pierre Dubois
7354,label,JOB,Leiterin Treasury,47,64,PER,Treasury
7354,label,JOB,CFO,295,298,PER,CFO Pierre Dubois
7354,omission,AGE,67,314,316,,
7354,label,NATION,französische,108,120,LOC,französische
7354,boundary,ORG,Präzisionsmechanik SA,69,90,ORG,SA
7361,boundary,ORG,Handelsfirma Zürich AG,49,71,ORG,Zürich AG
7361,omission,JOB,Leiterin Finanzen,27,44,,
7361,omission,JOB,Controller,244,254,,
7375,omission,DATE,Ende der Woche,319,333,,
7375,omission,LOC,Zug,69,72,,
7375,omission,JOB,CFO,33,36,,
7380,omission,JOB,CEO,20,23,,
7380,boundary,MONEY,CHF 12.5 Mio,98,110,MONEY,CHF 12.5 Mio.
7380,omission,DATE,morgen,253,259,,
7385,omission,JOB,Verwaltungsrätin,33,49,,
7385,boundary,ORG,Familienholding Schmidt AG,54,80,ORG,Schmidt AG
7386,omission,AGE,65,14,16,,
7389,boundary,ORG,PharmaConsulting SA,52,71,ORG,PharmaConsulting
7389,omission,JOB,CEO,168,171,,
7389,omission,JOB,Juristin,39,47,,
7395,boundary,MONEY,CHF 800'000,114,125,MONEY,CHF 800'000.
7402,omission,JOB,CEO,121,124,,
7402,label,JOB,CEO,83,86,ORG,CEO
7413,boundary,MONEY,EUR 800'000,248,259,MONEY,EUR 800'000.
7413,label,JOB,ETH-Ingenieur,132,145,ORG,ETH
7413,omission,AGE,65,71,73,,
7413,omission,JOB,CEO,66,69,,
7416,label,JOB,CEO,164,167,ORG,CEO
7421,boundary,MONEY,CHF 3.5 Mio,145,156,MONEY,CHF 3.5 Mio.
7421,omission,JOB,Inhaber,67,74,,
7421,omission,DATE,nächste Woche,236,249,,
7427,boundary,MONEY,CHF 600'000,138,149,MONEY,CHF 600'000.
7427,omission,JOB,Flottenmanager,14,28,,
7428,omission,IBAN,CH44 0023 3233 2466 6666 A,381,407,,
7428,omission,JOB,CEO,64,67,,
7428,omission,JOB,Assistenten,284,295,,
7428,boundary,PER,Peter Frei,296,306,PER,Peter
7428,omission,LOC,Zug,155,158,,
7433,omission,DATE,Ende Woche,353,363,,
7435,omission,JOB,COO,51,54,,
7437,omission,JOB,Produktionsleiter,99,116,,
7437,boundary,MONEY,CHF 500'000,73,84,MONEY,CHF 500'000.
7456,omission,DATE,Ende Monat,112,122,,
7456,label,JOB,CFO,17,20,ORG,CFO
7457,label,JOB,CEO,165,168,ORG,CEO
7457,omission,JOB,Mitarbeiter,96,107,,
7457,omission,JOB,Buchhalterin,16,28,,
7459,omission,DATE,morgen Mittag,172,185,,
7459,omission,JOB,Geschäftsführer,61,76,,
7461,label,JOB,CFO,20,23,ORG,CFO
7461,omission,ORG,Kantonalbank,169,181,,
7462,omission,DATE,2 Wochen,219,227,,
7462,omission,JOB,CEO,92,95,,
7462,omission,LOC,Südkorea,166,174,,
7462,omission,JOB,CFO,29,32,,
7465,boundary,MONEY,ca. 1 Mio CHF,139,152,MONEY,CHF.
7465,omission,JOB,Geschäftsführer,60,75,,
7467,boundary,MONEY,USD 850'000,185,196,MONEY,USD 850'000.
7467,label,JOB,Head of Trade Finance,40,61,ORG,Head of Trade Finance
7474,boundary,ORG,Holzbau Ziegler & Co.,27,48,ORG|ORG,Ziegler & Co|Holzbau
7474,omission,JOB,Geschäftsführer,77,92,,
7474,omission,DATE,20. Mai,97,104,,
7478,label,JOB,ETH-Ingenieur,225,238,ORG,ETH
7481,omission,JOB,Patron,299,305,,
7481,omission,DATE,2 Monate,419,427,,
7481,omission,AGE,68,25,27,,
7481,label,EDU,HSG-Absolvent,123,136,ORG,HSG
7481,omission,AGE,32,58,60,,
7481,omission,JOB,Verwaltungsratspräsident,324,348,,
7482,omission,JOB,Geschäftsführer,286,301,,
7482,omission,JOB,Filialleiter,52,64,,
7486,omission,JOB,Gründer,28,35,,
7486,label,EDU,HSG-Absolvent,112,125,ORG,HSG
7486,omission,AGE,32 Jahre,101,109,,
7486,boundary,MONEY,EUR 1.5 Mio,219,230,MONEY,EUR 1.5 Mio.
7486,omission,DATE,nächste Woche,270,283,,
7490,omission,PER,Gerber,275,281,,
7490,boundary,MONEY,USD 850'000,148,159,MONEY,USD 850'000.
7490,omission,JOB,Leiter Export,15,28,,
7496,omission,JOB,CEO,66,69,,
7507,omission,JOB,COO,156,159,,
7507,label,EDU,ETH,250,253,ORG,ETH
7513,omission,JOB,Physiker,142,150,,
7514,omission,JOB,CEO,49,52,,
7514,omission,JOB,Assistentin,27,38,,
7514,omission,DATE,zwei Wochen,276,287,,
7519,omission,JOB,Projektleiter,24,37,,
7519,boundary,ORG,Bau AG Zürich,46,59,ORG,Bau AG
7519,boundary,MONEY,50k CHF,132,139,MONEY|MONEY,CHF|50k
7520,boundary,ORG,Metzgerei Keller & Sohn,24,47,ORG,Keller & Sohn
7520,omission,AGE,67,78,80,,
7526,label,JOB,Leiterin Finanzen,73,90,LOC,Finanzen
7526,boundary,MONEY,EUR 4.2 Mio,244,255,MONEY,EUR 4.2 Mio.
7526,label,NATION,europäischen,201,213,LOC,europäischen
7529,omission,DATE,Ende Monat,337,347,,
7529,omission,JOB,Projektleiter,24,37,,
7529,omission,JOB,CEO,288,291,,
7529,boundary,PER,Jean-Claude Maurer,292,310,PER|PER,Jean|Claude Maurer
7532,label,JOB,CFO,130,133,ORG,CFO
7534,omission,JOB,Geschäftsführerin,175,192,,
7534,omission,LOC,Kanton Zug,222,232,,
7539,omission,JOB,CEO,16,19,,
7539,boundary,MONEY,CHF 900'000,136,147,MONEY,CHF 900'000.
7549,label,EDU,Holzbau-Ingenieur FH,154,174,ORG,FH
7549,omission,AGE,62,93,95,,
7549,boundary,LOC,Kanton Obwalden,49,64,LOC,Obwalden
7549,omission,JOB,Inhaber,70,77,,
7556,boundary,MONEY,EUR 800'000,138,149,MONEY,EUR 800'000.
7556,boundary,ORG,Credit Suisse (Schweiz) AG,199,225,ORG|ORG,Credit Suisse|Schweiz
7556,boundary,ORG,Schmid Logistics SA,33,52,ORG,Schmid Logistics
7556,omission,DATE,Ende der Woche,248,262,,
7556,omission,JOB,CFO,25,28,,
7558,label,JOB,Leiterin Treasury,34,51,PER,Treasury
7559,label,JOB,ETH-Ingenieur,146,159,ORG,ETH
7559,omission,AGE,68,92,94,,
7559,boundary,ORG,Präzisionswerk Meier & Söhne AG,27,58,ORG,Meier & Söhne AG
7559,label,JOB,CEO,189,192,ORG,CEO
7563,omission,JOB,Leiter Einkauf,118,132,,
7566,omission,JOB,Buchhalterin,118,130,,
7566,boundary,MONEY,CHF 20'000,240,250,MONEY,CHF 20'000.
7566,omission,JOB,Leiter Finanzen,21,36,,
7570,omission,JOB,Geschäftsführerin,20,37,,
7570,boundary,ORG,IT-Solutions Berger & Co.,42,67,ORG,Berger & Co
7570,boundary,MONEY,250k CHF,121,129,MONEY|MONEY,250k|CHF.
7571,omission,JOB,Verwaltungsratspräsident,18,42,,
7571,omission,JOB,CEO,203,206,,
7572,boundary,MONEY,USD 120'000,113,124,MONEY,USD 120'000.
7572,omission,JOB,Berater,209,216,,
7572,omission,AGE,55,163,165,,
7574,label,JOB,ETH-Absolventin,99,114,ORG,ETH
7574,omission,AGE,38,92,94,,
7574,boundary,MONEY,5 Mio. CHF,159,169,MONEY,CHF
7574,omission,JOB,CFO,40,43,,
7574,label,NATION,amerikanischen,223,237,LOC,amerikanischen
7579,omission,LOC,Zug,247,250,,
7579,omission,JOB,Gründerin,54,63,,
7581,boundary,MONEY,CHF 3.2 Mio,121,132,MONEY,CHF 3.2 Mio.
7581,omission,JOB,Verwaltungsrat,20,34,,
7581,omission,JOB,Assistent,252,261,,
7581,omission,MONEY,2.5 Mio,162,169,,
7587,label,EDU,HSG,131,134,ORG,HSG
7587,omission,IBAN,CH44 0023 3233 4567 8901 A,303,329,,
7587,omission,JOB,Geschäftsführer,157,172,,
7591,label,LOC,St. Gallen,51,61,ORG,St. Gallen
7591,boundary,MONEY,EUR 750'000,118,129,MONEY,EUR 750'000.
7591,omission,JOB,Inhaber,16,23,,
7593,label,JOB,CFO,26,29,ORG,CFO
7593,omission,LOC,Biel,322,326,,
7593,omission,JOB,CEO,294,297,,
7602,omission,JOB,Assistent,264,273,,
7602,omission,AGE,55,245,247,,
7602,boundary,PER,Paul Frei,274,283,PER,Paul
7602,omission,JOB,CFO,25,28,,
7604,omission,AGE,62,260,262,,
7604,omission,MONEY,8 Mio.,212,218,,
7604,omission,JOB,Inhaber,69,76,,
7608,omission,JOB,Leiter Finanzen,24,39,,
7608,omission,JOB,Mitarbeiter,106,117,,
7609,omission,JOB,CEO,36,39,,
7609,label,JOB,CFO,241,244,ORG,CFO
7612,boundary,MONEY,CHF 25'000,190,200,MONEY,CHF 25'000.
7612,label,JOB,CFO,28,31,ORG,CFO
7615,omission,JOB,Geschäftsführer,315,330,,
7615,omission,JOB,HR Leiterin,27,38,,
7615,omission,JOB,Prokuristin,69,80,,
7617,omission,IBAN,CH56 0023 3233 4455 6677 A,236,262,,
7618,label,EDU,Uni St. Gallen,129,143,ORG,Uni St. Gallen
7618,omission,AGE,42,125,127,,
7618,omission,JOB,Leiter Finanzen,91,106,,
7620,omission,JOB,Eigentümer,14,24,,
7629,omission,JOB,Projektleiter,57,70,,
7629,boundary,ORG,IT-Consulting Meyer & Partner,22,51,ORG,Meyer & Partner
7630,omission,JOB,Inhaberin,16,25,,
7634,label,JOB,CEO,15,18,ORG,CEO
7637,omission,JOB,Geschäftsführer,81,96,,
7641,omission,NATION,britisch,146,154,,
7641,omission,JOB,CEO,100,103,,
7641,omission,DATE,Ende Monat,279,289,,
7641,omission,JOB,CFO,129,132,,
7644,omission,JOB,Leiterin Finanzen,69,86,,
7646,boundary,MONEY,EUR 80'000,232,242,MONEY,EUR 80'000.
7646,boundary,ORG,Gastro Services Meier & Co.,17,44,ORG,Gastro Services Meier & Co
7649,omission,MONEY,JPY 50 Mio,93,103,,
7649,label,JOB,CFO,40,43,ORG,CFO
7653,omission,JOB,Inhaber,71,78,,
7653,omission,AGE,62,249,251,,
7654,label,NATION,schweizerisch-kroatische,272,296,LOC|LOC,kroatische|schweizerisch
7654,omission,JOB,Gründerin,59,68,,
7663,label,NATION,chinesischer,192,204,LOC,chinesischer
7663,omission,JOB,Leiter Einkauf,29,43,,
7663,boundary,MONEY,USD 150'000,170,181,MONEY,USD 150'000.
7663,omission,DATE,morgen,277,283,,
7668,omission,JOB,Leiter Finanzen,28,43,,
7670,omission,IBAN,CH56 0023 3233 4567 8901 A,293,319,,
7670,omission,AGE,67-jährige,55,65,,
7670,boundary,MONEY,CHF 800k,217,225,MONEY,CHF 800k.
7670,omission,JOB,Inhaber,78,85,,
7670,boundary,ORG,Holzdesign Meier & Söhne,14,38,ORG,Meier & Söhne
7670,omission,EDU,ETH-Ingenieur,120,133,,
7671,omission,JOB,COO,62,65,,
7673,omission,JOB,Inhaber,135,142,,
7674,label,EDU,HSG,94,97,ORG,HSG
7674,label,JOB,CFO,257,260,ORG,CFO
7674,omission,JOB,Verwaltungsrätin,62,78,,
7675,label,JOB,Leiterin Treasury,14,31,PER,Treasury
7676,omission,JOB,CEO,49,52,,
7685,omission,JOB,CFO,23,26,,
7685,omission,JOB,Controller,204,214,,
7691,omission,DATE,Freitag,234,241,,
7691,omission,JOB,CFO,82,85,,
7692,omission,JOB,Stiftungsrätin,195,209,,
7692,boundary,ORG,Stiftung Abendrot,23,40,ORG,Abendrot angerufne
7693,omission,JOB,Leiterin Marketing,278,296,,
7693,omission,JOB,Leiter Finanzen,32,47,,
7693,omission,LOC,Zug,69,72,,
7695,omission,JOB,Export Manager,146,160,,
7695,omission,MONEY,JPY 30 Mio.,227,238,,
7696,boundary,ORG,Global Trade Partners Ltd.,50,76,ORG,Global Trade Partners Ltd
7696,label,NATION,deutschen,163,172,LOC,deutschen
7696,omission,JOB,Compliance Officer,27,45,,
7696,omission,DATE,Nachmittag,341,351,,
7696,omission,DATE,3 Monate,266,274,,
7698,omission,JOB,CEO,144,147,,
7698,omission,JOB,CEO,88,91,,
7704,label,JOB,HSG-Absolvent,115,128,ORG,HSG
7704,omission,AGE,64,31,33,,
7704,omission,DATE,nächstes Jahr,135,148,,
7707,omission,JOB,CEO,147,150,,
7707,omission,DATE,Freitag,177,184,,
7707,boundary,PER,Herrn Moser,12,23,PER,Moser
7707,omission,JOB,CFO,25,28,,
7708,boundary,PER,Frau Dubois,2,13,PER,Dubois
7708,boundary,ORG,Gastro-Solutions SA,18,37,ORG|ORG,Gastro-Solutions|SA
7708,omission,JOB,Direktor,219,227,,
7712,omission,JOB,Partner,157,164,,
7716,omission,JOB,Verkaufsleiter,69,83,,
7716,omission,DATE,nächsten Monat,134,148,,
7717,omission,JOB,Assistent,171,180,,
7717,omission,AGE,28,223,225,,
7717,boundary,MONEY,USD 150'000,107,118,MONEY,USD 150'000.
7717,omission,DATE,Freitag,139,146,,
7717,label,JOB,CFO,24,27,ORG,CFO
7720,omission,JOB,Geschäftsführer,144,159,,
7720,boundary,MONEY,CHF,122,125,MONEY,"CHF,"
7720,boundary,MONEY,USD,135,138,MONEY,USD.
7720,label,JOB,HSG-Absolvent,188,201,ORG,HSG
7723,omission,ORG,Postfinance,215,226,,
7723,omission,JOB,Liquidator,110,120,,
7725,omission,DATE,Freitag,277,284,,
7727,omission,JOB,CFO,17,20,,
7731,omission,DATE,15. Mai,207,214,,
7731,boundary,ORG,Tech Holding International SA,55,84,ORG|ORG,SA|Tech Holding International
7731,omission,JOB,General Counsel,35,50,,
